,ra,end,inicio,fim,tipo,motivo,tempo,hora_inicio,hora_fim,ide,ano,mes,mes_nome,ra_num,CD_SUBDIST
0,Planaltina,Vila DVO - Planaltina; Condomínio Nosso Lar; Condomínio Mestre D'armas 2; Condomínio Sama Uma; Condomínio Estância Nova Planaltina; Condomínio Total Ville; Condomínio Bica do DER;,2024-11-11 22:00:00,2024-11-12 12:00:00,Não programada,Nível baixo no reservatório devido manutenção no sistema.,0 days 14:00:00,22:00:00,12:00:00,planaltina,2024,11,November,6,53001080511.0
